yourlist:M202206216320BA52A5CE8FCD097CB85A53697A355200ED8	Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_R6Q3V3	UniRef100_R6Q3V3	Cluster: Stage V sporulation protein AE	R6Q3V3	Clostridium sp. CAG:508	128	1262815
UniRef100_A0A0J1GFN7	UniRef100_A0A0J1GFN7	Cluster: Uncharacterized protein	A0A0J1GFN7; A0A4U8QAB5	Robinsoniella sp. RHS; Robinsoniella peoriensis	118	1504536; 180332
UniRef100_A0A374MX63	UniRef100_A0A374MX63	Cluster: Stage V sporulation protein AE	A0A374MX63	Anaerobutyricum hallii	118	39488
UniRef100_A0A173RPK8	UniRef100_A0A173RPK8	Cluster: Stage V sporulation protein AE	A0A173RPK8; A0A1C5UV21; C0EZV3; R6FZE6	Anaerobutyricum hallii; uncultured Eubacterium sp.; Anaerobutyricum hallii DSM 3353; Eubacterium hallii CAG:12	118	39488; 165185; 411469; 1263078
UniRef100_A0A416JIB5	UniRef100_A0A416JIB5	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A416JIB5	Lachnospiraceae bacterium AM48-27BH	118	2292271
UniRef100_R9J8S7	UniRef100_R9J8S7	Cluster: Stage V sporulation protein AE	R9J8S7	Lachnospiraceae bacterium 28-4	118	397287
UniRef100_A0A846JD49	UniRef100_A0A846JD49	Cluster: Stage V sporulation protein AE	A0A846JD49; B1L0C6	Clostridium botulinum; Clostridium botulinum (strain Loch Maree / Type A3)	118	1491; 498214
UniRef100_R7KPC9	UniRef100_R7KPC9	Cluster: Stage V sporulation protein AE	R7KPC9	Ruminococcus sp. CAG:353	119	1262955
UniRef100_D9SMY0	UniRef100_D9SMY0	Cluster: Stage V sporulation protein AE	D9SMY0; UPI0004925A4E	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B); Clostridium cellulovorans	120	573061; 1493
UniRef100_F4XDX0	UniRef100_F4XDX0	Cluster: Stage V sporulation protein AE	F4XDX0	Ruminococcaceae bacterium D16	118	552398
UniRef100_A0A1Y4HZJ0	UniRef100_A0A1Y4HZJ0	Cluster: Stage V sporulation protein AE	A0A1Y4HZJ0	Anaeromassilibacillus sp. An200	118	1965587
UniRef100_A0A1M6HDY6	UniRef100_A0A1M6HDY6	Cluster: Stage V sporulation protein AE	A0A1M6HDY6; UPI0009342320	Desulfofundulus thermosubterraneus DSM 16057; Desulfofundulus thermosubterraneus	121	1121432; 348840
UniRef100_A0A1C6BYV9	UniRef100_A0A1C6BYV9	Cluster: Stage V sporulation protein AE	A0A1C6BYV9; A0A416CA46; A0A417XGB6; A0A416QP34; A0A3D5L9D4; A0A3D6AE21	uncultured Clostridium sp.; Clostridium sp. AF37-5AT; Clostridium sp. OF09-10; Clostridium sp. AF20-17LB; Lachnoclostridium sp.	118	59620; 2292007; 2292309; 2292205; 2028282
UniRef100_A0A285PTR7	UniRef100_A0A285PTR7	Cluster: Spore_V_AE: stage V sporulation protein AE	A0A285PTR7	Anaerobutyricum hallii	118	39488
UniRef100_UPI001C0B76DD	UniRef100_UPI001C0B76DD	Cluster: stage V sporulation protein AE	UPI001C0B76DD	Clostridium estertheticum	118	238834
UniRef100_A0A7X5EAB3	UniRef100_A0A7X5EAB3	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7X5EAB3	Lachnospiraceae bacterium	118	1898203
UniRef100_R6D7I4	UniRef100_R6D7I4	Cluster: Stage V sporulation protein AE	R6D7I4	Clostridium sp. CAG:594	116	1262826
UniRef100_A0A417I1W8	UniRef100_A0A417I1W8	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A417I1W8; A0A416ZP19; A0A373MWB7	Blautia sp. AM28-10; Blautia sp. AM47-4; Blautia sp. AF32-4BH	118	2292972; 2292979; 2292967
UniRef100_A0A174ANT3	UniRef100_A0A174ANT3	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A174ANT3; A0A1C5W5Z0; R5Q9U5; F3ATG2; A5KLQ5; A0A355NMX7	[Ruminococcus] torques; uncultured Ruminococcus sp.; [Ruminococcus] torques CAG:61; Lachnospiraceae bacterium 3_1_46FAA; [Ruminococcus] torques ATCC 27756; Lachnospiraceae bacterium	118	33039; 165186; 1263108; 665950; 411460; 1898203
UniRef100_A0A402BPU8	UniRef100_A0A402BPU8	Cluster: Stage V sporulation protein AE	A0A402BPU8	Sporomusaceae bacterium	117	1917525
UniRef100_A0A1F8V7C8	UniRef100_A0A1F8V7C8	Cluster: Stage V sporulation protein AE	A0A1F8V7C8	Clostridiales bacterium GWF2_38_85	118	1797683
UniRef100_A0A0S2W4S2	UniRef100_A0A0S2W4S2	Cluster: Stage V sporulation protein AE	A0A0S2W4S2; A0A1C5ZLV9	Intestinimonas butyriciproducens; uncultured Clostridium sp.	122	1297617; 59620
UniRef100_A0A3D3Y2S4	UniRef100_A0A3D3Y2S4	Cluster: Stage V sporulation protein AE	A0A3D3Y2S4	Oscillospiraceae bacterium	118	2485925
UniRef100_A0A2V2G0I5	UniRef100_A0A2V2G0I5	Cluster: Stage V sporulation protein AE	A0A2V2G0I5	Clostridiales bacterium	117	1898207
UniRef100_UPI000667FE44	UniRef100_UPI000667FE44	Cluster: stage V sporulation protein AE	UPI000667FE44	Clostridium sporogenes	118	1509
UniRef100_R6NJK0	UniRef100_R6NJK0	Cluster: Stage V sporulation protein AE	R6NJK0; A0A3D1PMD3	Clostridium sp. CAG:343; Clostridiales bacterium	130	1262796; 1898207
UniRef100_A0A1Y4FCR0	UniRef100_A0A1Y4FCR0	Cluster: Stage V sporulation protein AE	A0A1Y4FCR0	Flavonifractor plautii (Fusobacterium plautii)	123	292800
UniRef100_R6UIR8	UniRef100_R6UIR8	Cluster: Stage V sporulation protein AE	R6UIR8	Clostridium sp. CAG:964	120	1262848
UniRef100_R5MJ12	UniRef100_R5MJ12	Cluster: Stage V sporulation protein AE	R5MJ12; D4CA99; A0A3R6YKA9	Clostridium sp. CAG:149; Clostridium sp. M62/1; Clostridium sp. AM29-11AC	118	1262776; 411486; 2293028
UniRef100_A0A1Y3TZQ5	UniRef100_A0A1Y3TZQ5	Cluster: Stage V sporulation protein AE	A0A1Y3TZQ5; A0A1M6X7Q3	Anaerotignum lactatifermentans; Anaerotignum lactatifermentans DSM 14214	117	160404; 1121323
UniRef100_A0A1C7FQQ0	UniRef100_A0A1C7FQQ0	Cluster: Stage V sporulation protein AE	A0A1C7FQQ0	Flavonifractor plautii (Fusobacterium plautii)	123	292800
UniRef100_A0A1G6CNC1	UniRef100_A0A1G6CNC1	Cluster: Stage V sporulation protein AE	A0A1G6CNC1	Ruminococcaceae bacterium FB2012	118	1520817
UniRef100_E7G7U6	UniRef100_E7G7U6	Cluster: Stage V sporulation protein AE	E7G7U6	Coprobacillus cateniformis	116	100884
UniRef100_A0A3R6NQU8	UniRef100_A0A3R6NQU8	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3R6NQU8; A0A3R6KYU9	Clostridium sp. OF03-18AA; Clostridium sp. AM22-16AC	118	2292308; 2292009
UniRef100_A0A1Y4SKY7	UniRef100_A0A1Y4SKY7	Cluster: Stage V sporulation protein AE	A0A1Y4SKY7	Massilimicrobiota sp. An134	116	1965557
UniRef100_A0A847WAQ6	UniRef100_A0A847WAQ6	Cluster: Stage V sporulation protein AE	A0A847WAQ6	Papillibacter sp.	122	2699752
UniRef100_UPI0016478E3A	UniRef100_UPI0016478E3A	Cluster: stage V sporulation protein AE	UPI0016478E3A	Intestinimonas gabonensis	122	1702285
UniRef100_UPI00098F8CE6	UniRef100_UPI00098F8CE6	Cluster: stage V sporulation protein AE	UPI00098F8CE6	Clostridium tepidum	118	1962263
UniRef100_A0A349QNK6	UniRef100_A0A349QNK6	Cluster: Stage V sporulation protein AE	A0A349QNK6	Roseburia sp.	118	2049040
UniRef100_R5G8Z5	UniRef100_R5G8Z5	Cluster: Stage V sporulation protein AE	R5G8Z5; A0A1C6IQ28; A0A1Q6NFF6	Eubacterium sp. CAG:146; uncultured Eubacterium sp.; Eubacterium sp. 38_16	118	1262879; 165185; 1897002
UniRef100_A0A1I0VG97	UniRef100_A0A1I0VG97	Cluster: Stage V sporulation protein AE	A0A1I0VG97; UPI000B7FE9F9	Clostridium frigidicarnis	119	84698
UniRef100_UPI001CF444C4	UniRef100_UPI001CF444C4	Cluster: stage V sporulation protein AE	UPI001CF444C4	Clostridium algoriphilum	119	198347
UniRef100_UPI001C0B7BC5	UniRef100_UPI001C0B7BC5	Cluster: stage V sporulation protein AE	UPI001C0B7BC5	Clostridium psychrophilum	119	132926
UniRef100_R6WE34	UniRef100_R6WE34	Cluster: Uncharacterized protein	R6WE34; A0A1C5XN76; A0A355W0E5; A0A417EAU9; A0A3R6V9B8	Clostridium sp. CAG:91; uncultured Clostridium sp.; Lachnospiraceae bacterium; Clostridium sp. AM34-9AC; Clostridium sp. TF08-15	118	1262845; 59620; 1898203; 2293030; 2293052
UniRef100_A0A373LR01	UniRef100_A0A373LR01	Cluster: Stage V sporulation protein AE	A0A373LR01	Eubacterium sp. AF36-5BH	117	2293108
UniRef100_A0A645BRZ8	UniRef100_A0A645BRZ8	Cluster: Uncharacterized protein	A0A645BRZ8	bioreactor metagenome	117	1076179
UniRef100_A0A3D6BL97	UniRef100_A0A3D6BL97	Cluster: Stage V sporulation protein AE	A0A3D6BL97	Clostridiales bacterium	118	1898207
UniRef100_A0A0F0CBG2	UniRef100_A0A0F0CBG2	Cluster: SpoVA protein	A0A0F0CBG2; A0A1C5MH50; A0A3E2VFF7; A0A0J9BX82; G5HKG3	Clostridium sp. FS41; uncultured Clostridium sp.; Enterocloster citroniae; [Clostridium] citroniae WAL-19142; [Clostridium] citroniae WAL-17108	117	1609975; 59620; 358743; 742734; 742733
UniRef100_A0A098B1Y0	UniRef100_A0A098B1Y0	Cluster: Spore_V_AE: stage V sporulation protein AE	A0A098B1Y0; G9XLC7; A0A562HPQ8; B8FPM3; Q24V54; A0A644TEH8	Desulfitobacterium hafniense (Desulfitobacterium frappieri); Desulfitobacterium hafniense DP7; Desulfitobacterium sp. LBE; Desulfitobacterium hafniense (strain DSM 10664 / DCB-2); Desulfitobacterium hafniense (strain Y51); bioreactor metagenome	120	49338; 537010; 884086; 272564; 138119; 1076179
UniRef100_UPI001C0BB117	UniRef100_UPI001C0BB117	Cluster: stage V sporulation protein AE	UPI001C0BB117	Clostridium lacusfryxellense	119	205328
UniRef100_UPI0015B5330A	UniRef100_UPI0015B5330A	Cluster: stage V sporulation protein AE	UPI0015B5330A	Lacrimispora sp. 210928-DFI.3.58	117	2883214
UniRef100_R6CWX6	UniRef100_R6CWX6	Cluster: Putative stage V sporulation protein AE	R6CWX6	Firmicutes bacterium CAG:176	118	1263007
UniRef100_A0A084J932	UniRef100_A0A084J932	Cluster: Stage V sporulation protein AEB	A0A084J932; A0A3D3TQ57	Clostridium sulfidigenes; Clostridium sp.	119	318464; 1506
UniRef100_UPI000B357D98	UniRef100_UPI000B357D98	Cluster: stage V sporulation protein AE	UPI000B357D98	Intestinibacillus massiliensis	118	1871029
UniRef100_R6Q4Q8	UniRef100_R6Q4Q8	Cluster: Stage V sporulation protein AE	R6Q4Q8	Firmicutes bacterium CAG:466	117	1263025
UniRef100_A0A3D1X626	UniRef100_A0A3D1X626	Cluster: Stage V sporulation protein AE	A0A3D1X626	Oscillibacter sp.	118	1945593
UniRef100_UPI001C0D5F6E	UniRef100_UPI001C0D5F6E	Cluster: stage V sporulation protein AE	UPI001C0D5F6E	Clostridium estertheticum	118	238834
UniRef100_A0A372SNK9	UniRef100_A0A372SNK9	Cluster: Stage V sporulation protein AE	A0A372SNK9; A0A417JMC6	Absiella sp. AM09-45; Absiella sp. AM27-20	116	2291993; 2292277
UniRef100_UPI00195840C3	UniRef100_UPI00195840C3	Cluster: stage V sporulation protein AE	UPI00195840C3	Pseudoflavonifractor capillosus	118	106588
UniRef100_UPI001CBC15D3	UniRef100_UPI001CBC15D3	Cluster: stage V sporulation protein AE	UPI001CBC15D3	Schnuerera sp. xch1	118	2874283
UniRef100_A0A3D5TEJ3	UniRef100_A0A3D5TEJ3	Cluster: Stage V sporulation protein AE	A0A3D5TEJ3; A0A3D2I606	Oscillibacter sp.	118	1945593
UniRef100_A0A8D6L7S1	UniRef100_A0A8D6L7S1	Cluster: Stage V sporulation protein AE	A0A8D6L7S1	Clostridium sp. C5S11	117	704125
UniRef100_A0A2I4M625	UniRef100_A0A2I4M625	Cluster: Stage V sporulation protein AE	A0A2I4M625; A0A0E1KUP0; C1FKH5; A0A3F2ZRG9; M1ZQI5	Clostridium botulinum; Clostridium botulinum CDC_1436; Clostridium botulinum (strain Kyoto / Type A2); Clostridium botulinum (strain 657 / Type Ba4); Clostridium botulinum CFSAN001627	118	1491; 1408283; 536232; 515621; 1232189
UniRef100_A0A1S9N5B2	UniRef100_A0A1S9N5B2	Cluster: Stage V sporulation protein AE	A0A1S9N5B2; A0A6B0E6H9	Clostridium beijerinckii (Clostridium MP); Clostridium chromiireducens	117	1520; 225345
UniRef100_UPI000B4A2CAE	UniRef100_UPI000B4A2CAE	Cluster: stage V sporulation protein AE	UPI000B4A2CAE	Desulfosporosinus sp. FKB	120	1969835
UniRef100_A0A356PTB9	UniRef100_A0A356PTB9	Cluster: Stage V sporulation protein AE	A0A356PTB9	Oscillospiraceae bacterium	117	2485925
UniRef100_UPI00189FEE54	UniRef100_UPI00189FEE54	Cluster: stage V sporulation protein AE	UPI00189FEE54	Ruminococcus bicirculans	118	1160721
UniRef100_A0A1Y3WDQ6	UniRef100_A0A1Y3WDQ6	Cluster: Stage V sporulation protein AE	A0A1Y3WDQ6	Drancourtella sp. An57	118	1965647
UniRef100_A0A0K8J973	UniRef100_A0A0K8J973	Cluster: Putative membrane protein	A0A0K8J973; UPI001F2AA6FB	Propionispora sp. 2/2-37	117	1677858
UniRef100_A0A3D0HL56	UniRef100_A0A3D0HL56	Cluster: Stage V sporulation protein AE	A0A3D0HL56	Lachnospiraceae bacterium	118	1898203
UniRef100_A0A412UPE3	UniRef100_A0A412UPE3	Cluster: Stage V sporulation protein AE	A0A412UPE3	Ruminococcus bromii	117	40518
UniRef100_A0A3R6L2Z0	UniRef100_A0A3R6L2Z0	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3R6L2Z0	Roseburia sp. AM16-25	118	2292065
UniRef100_UPI001C7CA51F	UniRef100_UPI001C7CA51F	Cluster: stage V sporulation protein AE	UPI001C7CA51F	Clostridium estertheticum	118	238834
UniRef100_A0A7V6YEX5	UniRef100_A0A7V6YEX5	Cluster: Stage V sporulation protein AE	A0A7V6YEX5	Clostridia bacterium	118	2044939
UniRef100_UPI0018A96B6D	UniRef100_UPI0018A96B6D	Cluster: stage V sporulation protein AE	UPI0018A96B6D	Lutibacter sp. B2	118	2789328
UniRef100_R5J2L3	UniRef100_R5J2L3	Cluster: Stage V sporulation protein AE	R5J2L3	Firmicutes bacterium CAG:822	116	1263032
UniRef100_UPI000464D51A	UniRef100_UPI000464D51A	Cluster: stage V sporulation protein AE	UPI000464D51A	Ruminiclostridium josui (Clostridium josui)	118	1499
UniRef100_A0A161Y634	UniRef100_A0A161Y634	Cluster: SpoVA protein	A0A161Y634	Clostridium magnum DSM 2767	119	1121326
UniRef100_UPI001BA7B62D	UniRef100_UPI001BA7B62D	Cluster: stage V sporulation protein AE	UPI001BA7B62D	Clostridium sp. C1	116	1155388
UniRef100_B8I4W3	UniRef100_B8I4W3	Cluster: Stage V sporulation protein AE	B8I4W3	Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum)	118	394503
UniRef100_A0A396Q5C8	UniRef100_A0A396Q5C8	Cluster: Stage V sporulation protein AE	A0A396Q5C8; A0A396MQM4; A0A845N2M4; A0A417EZW3; A0A2U1B1V4; A0A417III1	Butyricicoccus sp. OF10-2; Butyricicoccus sp. AF10-3; Butyricicoccus sp. BIOML-A1; Butyricicoccus sp. AM32-19; Agathobaculum butyriciproducens; Butyricicoccus sp. AM27-36	118	2292298; 2292196; 2584625; 2292296; 1628085; 2292293
UniRef100_UPI00195F2573	UniRef100_UPI00195F2573	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI00195F2573	Mediterraneibacter glycyrrhizinilyticus	118	342942
UniRef100_A0A1Y4SYU7	UniRef100_A0A1Y4SYU7	Cluster: Stage V sporulation protein AE	A0A1Y4SYU7	Massilimicrobiota timonensis	116	1776392
UniRef100_A0A7C1PU65	UniRef100_A0A7C1PU65	Cluster: Stage V sporulation protein AE	A0A7C1PU65	Firmicutes bacterium	118	1879010
UniRef100_A0A355A2I0	UniRef100_A0A355A2I0	Cluster: Stage V sporulation protein AE	A0A355A2I0; A0A353N802	Firmicutes bacterium	119	1879010
UniRef100_A0A239DY05	UniRef100_A0A239DY05	Cluster: Stage V sporulation protein AE	A0A239DY05	Anaerovirgula multivorans	118	312168
UniRef100_A0A3D4I1Z4	UniRef100_A0A3D4I1Z4	Cluster: Stage V sporulation protein AE	A0A3D4I1Z4	Oscillospiraceae bacterium	118	2485925
UniRef100_UPI001C03693D	UniRef100_UPI001C03693D	Cluster: stage V sporulation protein AE	UPI001C03693D	Oscillibacter sp. MCC667	118	2592648
UniRef100_A0A3B9SNN2	UniRef100_A0A3B9SNN2	Cluster: Stage V sporulation protein AE	A0A3B9SNN2	Peptococcaceae bacterium	118	2052179
UniRef100_UPI000D360373	UniRef100_UPI000D360373	Cluster: stage V sporulation protein AE	UPI000D360373	Clostridium botulinum	118	1491
UniRef100_A9KI34	UniRef100_A9KI34	Cluster: Stage V sporulation protein AE	A9KI34	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans)	118	357809
UniRef100_K4LG47	UniRef100_K4LG47	Cluster: Stage V sporulation protein AE	K4LG47	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)	118	1089553
UniRef100_UPI001156F059	UniRef100_UPI001156F059	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001156F059	Clostridium sp. Marseille-P7770	118	2495408
UniRef100_A0A3A6N1C2	UniRef100_A0A3A6N1C2	Cluster: Stage V sporulation protein AE	A0A3A6N1C2	Ammonifex sp.	115	1872493
UniRef100_UPI00036202F3	UniRef100_UPI00036202F3	Cluster: stage V sporulation protein AE	UPI00036202F3	Desulfurispora thermophila	120	265470
UniRef100_A0A316R3H0	UniRef100_A0A316R3H0	Cluster: Stage V sporulation protein AE	A0A316R3H0	Clostridiales bacterium	117	1898207
UniRef100_A0A2V2DHX2	UniRef100_A0A2V2DHX2	Cluster: Stage V sporulation protein AE	A0A2V2DHX2	Clostridiales bacterium	118	1898207
UniRef100_C0BDP6	UniRef100_C0BDP6	Cluster: Stage V sporulation protein AE	C0BDP6; A0A1C5KXA2; A0A174D4D8; R6LC89	Coprococcus comes ATCC 27758; uncultured Coprococcus sp.; Coprococcus comes; Coprococcus comes CAG:19	131	470146; 458253; 410072; 1263070
UniRef100_A0A839JYC3	UniRef100_A0A839JYC3	Cluster: Stage V sporulation protein AE	A0A839JYC3	Variimorphobacter saccharofermentans	118	2755051
UniRef100_A0A645APU3	UniRef100_A0A645APU3	Cluster: Uncharacterized protein	A0A645APU3	bioreactor metagenome	118	1076179
UniRef100_R5D3B1	UniRef100_R5D3B1	Cluster: Putative stage V sporulation protein AE	R5D3B1	Firmicutes bacterium CAG:83	118	1262992
UniRef100_R9M6R4	UniRef100_R9M6R4	Cluster: Stage V sporulation protein AE	R9M6R4	Oscillibacter sp. 1-3	118	1235797
UniRef100_UPI001C0C8FBD	UniRef100_UPI001C0C8FBD	Cluster: stage V sporulation protein AE	UPI001C0C8FBD	Clostridium	118	1485
UniRef100_A0A3D1VDM2	UniRef100_A0A3D1VDM2	Cluster: Stage V sporulation protein AE	A0A3D1VDM2	Oscillospiraceae bacterium	117	2485925
UniRef100_A0A7X5PD72	UniRef100_A0A7X5PD72	Cluster: SpoVA family protein	A0A7X5PD72; A0A7U9C6X1; A0A0B4WCH4	Clostridium sporogenes; Clostridium sporogenes (strain ATCC 7955 / DSM 767 / NBRC 16411 / NCIMB 8053 / NCTC 8594 / PA 3679); Clostridium botulinum Prevot_594	118	1509; 1075091; 1408284
UniRef100_UPI00047C95FF	UniRef100_UPI00047C95FF	Cluster: stage V sporulation protein AE	UPI00047C95FF	Clostridium akagii	118	91623
UniRef100_C6LMC2	UniRef100_C6LMC2	Cluster: Putative stage V sporulation protein AE	C6LMC2; UPI0005933788	Marvinbryantia formatexigens DSM 14469; Marvinbryantia formatexigens	119	478749; 168384
UniRef100_UPI00067F5315	UniRef100_UPI00067F5315	Cluster: stage V sporulation protein AE	UPI00067F5315	Candidatus Stoquefichus sp. SB1	116	1658109
UniRef100_A0A2C6MDP1	UniRef100_A0A2C6MDP1	Cluster: Stage V sporulation protein AEB	A0A2C6MDP1	Desulfotomaculum profundi	117	1383067
UniRef100_A0A7C6LBL4	UniRef100_A0A7C6LBL4	Cluster: Stage V sporulation protein AE	A0A7C6LBL4	Clostridia bacterium	118	2044939
UniRef100_A0A117LS14	UniRef100_A0A117LS14	Cluster: Stage V sporulation protein AE	A0A117LS14; A0A359H4T1	Desulfotomaculum sp. 46_80; Desulfotomaculum sp.	118	1641375; 41211
UniRef100_R7ISM6	UniRef100_R7ISM6	Cluster: Stage V sporulation protein AE	R7ISM6; A0A3D4DMK6	Clostridium sp. CAG:269; Clostridiales bacterium	128	1262788; 1898207
UniRef100_A0A1C6H206	UniRef100_A0A1C6H206	Cluster: Stage V sporulation protein AE	A0A1C6H206; A0A417VS64; A0A415WBT3; A0A417HRL1	uncultured Butyricicoccus sp.; Butyricicoccus sp. OF13-6; Butyricicoccus sp. AM18-35; Butyricicoccus sp. AM28-25	118	1193532; 2292299; 2292005; 2292294
UniRef100_A0A413G8T2	UniRef100_A0A413G8T2	Cluster: Stage V sporulation protein AE	A0A413G8T2	Anaerotruncus sp. AF02-27	117	2292191
UniRef100_R4K3Y1	UniRef100_R4K3Y1	Cluster: Stage V sporulation protein AE	R4K3Y1	Clostridium pasteurianum BC1	118	86416
UniRef100_G8LY86	UniRef100_G8LY86	Cluster: Stage V sporulation protein AE	G8LY86	Acetivibrio clariflavus (strain DSM 19732 / NBRC 101661 / EBR45) (Clostridium clariflavum)	123	720554
UniRef100_UPI001D078497	UniRef100_UPI001D078497	Cluster: stage V sporulation protein AE	UPI001D078497	Colidextribacter sp. 210702-DFI.3.9	118	2883268
UniRef100_R5NQP6	UniRef100_R5NQP6	Cluster: Stage V sporulation protein AE	R5NQP6	Clostridium sp. CAG:793	128	1262840
UniRef100_UPI001D08203F	UniRef100_UPI001D08203F	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001D08203F	Enterocloster citroniae	117	358743
UniRef100_R5Y698	UniRef100_R5Y698	Cluster: Stage V sporulation protein AE	R5Y698	Anaerotruncus sp. CAG:528	117	1262700
UniRef100_A0A7X7BFT3	UniRef100_A0A7X7BFT3	Cluster: Stage V sporulation protein AE	A0A7X7BFT3	Clostridiaceae bacterium	119	1898204
UniRef100_A0A2T0AZT9	UniRef100_A0A2T0AZT9	Cluster: SpoVA protein	A0A2T0AZT9; UPI000D02356C	Clostridium liquoris	120	1289519
UniRef100_A0A1V5PBT4	UniRef100_A0A1V5PBT4	Cluster: SpoVA protein	A0A1V5PBT4	Firmicutes bacterium ADurb.Bin356	121	1852890
UniRef100_A0A355FPP2	UniRef100_A0A355FPP2	Cluster: Stage V sporulation protein AE	A0A355FPP2	Firmicutes bacterium	119	1879010
UniRef100_A0A7U9N0L7	UniRef100_A0A7U9N0L7	Cluster: Uncharacterized protein	A0A7U9N0L7	Lachnospiraceae bacterium	118	1898203
UniRef100_A0A7C6R5C4	UniRef100_A0A7C6R5C4	Cluster: Stage V sporulation protein AE	A0A7C6R5C4	Clostridiales bacterium	121	1898207
UniRef100_A0A094WRB8	UniRef100_A0A094WRB8	Cluster: Stage V sporulation protein AEB	A0A094WRB8	Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604	116	1218173
UniRef100_A0A7G9GM91	UniRef100_A0A7G9GM91	Cluster: Stage V sporulation protein AE	A0A7G9GM91	Eubacterium sp. NSJ-61	116	2764325
UniRef100_R7B767	UniRef100_R7B767	Cluster: Stage V sporulation protein AE	R7B767	Clostridium sp. CAG:505	117	1262814
UniRef100_U2SMC0	UniRef100_U2SMC0	Cluster: Stage V sporulation protein AE	U2SMC0; A0A1C5MJT2; A0A4D7AVZ3; A0A7X3ASQ7	Oscillibacter sp. KLE 1745; uncultured Oscillibacter sp.; Dysosmobacter welbionis; Oscillibacter sp.	118	1226323; 876091; 2093857; 1945593
UniRef100_A0A316QUE2	UniRef100_A0A316QUE2	Cluster: Stage V sporulation protein AE	A0A316QUE2	Clostridiales bacterium	118	1898207
UniRef100_R7AIM4	UniRef100_R7AIM4	Cluster: Stage V sporulation protein AE	R7AIM4; A0A396NZ69; A0A3R6MVE6; A0A416G5P7; A0A3R6UA99; A0A3R6NTL2; A0A416L1F8; A0A3R6TIY4; A0A416DCZ4; A0A396MQE6; A0A2T3FLK1; A0A3R6UMK1; A0A3R6N1U8; A0A416N9E1; A0A3R6KUZ5; A0A3R6WNW7; A0A3R6T3S6; A0A416BXZ8; A0A415W549; A0A416JYG8; A0A3R6XJR5	Clostridium sp. CAG:43; Clostridium sp. AM28-20LB; Clostridium sp. AF21-20LB; Clostridium sp. AF29-8BH; Clostridium sp. TF11-13AC; Clostridium sp. AF32-7AC; Clostridium sp. AF27-5AA; Clostridium sp. AM43-3BH; Clostridium sp. AF35-15; Clostridium sp. AF02-29	118	1262805; 2293027; 2293003; 2293009; 2293053; 2293010; 2293008; 2293032; 2293013; 2292993; 2126740; 2293025; 2293002; 2293007; 2293021; 2293043; 2293051; 2293017; 2293023; 2293034; 2293042
UniRef100_A0A3B8HZY2	UniRef100_A0A3B8HZY2	Cluster: Stage V sporulation protein AE	A0A3B8HZY2	Syntrophomonas sp.	119	2053627
UniRef100_A0A355PM56	UniRef100_A0A355PM56	Cluster: Stage V sporulation protein AE	A0A355PM56; A0A3R7C4D7; A0A3R6R5Q2	Lachnoclostridium sp.; Clostridium sp. OF09-36; Clostridium sp. AM42-4	118	2028282; 2292310; 2292305
