Cluster ID	Cluster name	Cluster members	Organisms	Length	Size	Organism IDs
UniRef100_A0A174L6R8	Cluster: SpoVA protein	A0A174L6R8; A0A1C6BE55; A0A2N0K656; U2CWG2; G5F9R7; E7GT85	Clostridium symbiosum (Bacteroides symbiosus); uncultured Clostridium sp.; Clostridium sp. HMb25; [Clostridium] symbiosum ATCC 14940; Clostridium sp. 7_3_54FAA; [Clostridium] symbiosum WAL-14163	150	6	1512; 59620; 2044259; 411472; 665940; 742740
UniRef100_A0A8E6DFT4	Cluster: Stage V sporulation protein AC	A0A8E6DFT4	Tenericutes bacterium	146	1	2231116
UniRef100_A0A353MKC1	Cluster: Stage V sporulation protein AC	A0A353MKC1	Firmicutes bacterium	157	1	1879010
UniRef100_UPI0018990421	Cluster: stage V sporulation protein AC	UPI0018990421	Ruminococcus bicirculans	148	1	1160721
UniRef100_A0A3D0PWJ0	Cluster: Stage V sporulation protein AD	A0A3D0PWJ0	Oscillospiraceae bacterium	147	1	2485925
UniRef100_A0A7V6YQM1	Cluster: Stage V sporulation protein AC	A0A7V6YQM1	Bacillus sp.	152	1	1409
UniRef100_A0A8A2P4N5	Cluster: Stage V sporulation protein AC	A0A8A2P4N5	Clostridium gasigenes	153	1	94869
UniRef100_A0A3D5TLF6	Cluster: Stage V sporulation protein AC	A0A3D5TLF6	Oscillospiraceae bacterium	149	1	2485925
UniRef100_V2ZL92	Cluster: Stage V sporulation protein AC	V2ZL92	Firmicutes bacterium ASF500	147	1	1378168
UniRef100_A0A7C6VWQ6	Cluster: Stage V sporulation protein AC	A0A7C6VWQ6	Firmicutes bacterium	149	1	1879010
UniRef100_A0A7X7X2Y7	Cluster: Stage V sporulation protein AC	A0A7X7X2Y7	Clostridiaceae bacterium	150	1	1898204
UniRef100_A0A412AY70	Cluster: Stage V sporulation protein AC	A0A412AY70	[Clostridium] leptum	158	1	1535
UniRef100_A0A2V2GB97	Cluster: Stage V sporulation protein AC	A0A2V2GB97	Clostridiales bacterium	152	1	1898207
UniRef100_A0A395Z9D8	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A395Z9D8	Eubacterium sp. AM46-8	163	1	2292350
UniRef100_A0A3D2QIQ5	Cluster: Stage V sporulation protein AC	A0A3D2QIQ5	Oscillospiraceae bacterium	149	1	2485925
UniRef100_A0A174ZY47	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A174ZY47; A0A351RG43; R5ZRY6; C4Z2M0; A0A413P8G0; K1T1G1	Lachnospira eligens; Eubacterium sp.; Eubacterium eligens CAG:72; Lachnospira eligens (strain ATCC 27750 / DSM 3376 / VPI C15-48 / C15-B4) (Eubacterium eligens); Eubacterium sp. AM49-13BH; human gut metagenome	163	6	39485; 142586; 1263077; 515620; 2292351; 408170
UniRef100_A0A3D1LCD2	Cluster: Stage V sporulation protein AC	A0A3D1LCD2	Clostridiales bacterium	146	1	1898207
UniRef100_UPI00036AF098	Cluster: stage V sporulation protein AC	UPI00036AF098	Orenia marismortui	148	1	46469
UniRef100_A0A3D5TF98	Cluster: Stage V sporulation protein AC	A0A3D5TF98	Oscillibacter sp.	145	1	1945593
UniRef100_A0A7U9SR77	Cluster: Uncharacterized protein	A0A7U9SR77	Lachnospiraceae bacterium	159	1	1898203
UniRef100_UPI00136A9024	Cluster: stage V sporulation protein AC	UPI00136A9024	Clostridium sp. C2-6-12	155	1	2698832
UniRef100_UPI0015F33A02	Cluster: stage V sporulation protein AC	UPI0015F33A02	Ruminococcus sp. AF16-50	148	1	2293149
UniRef100_A0A1V2M7W9	Cluster: Stage V sporulation protein AC	A0A1V2M7W9	Epulopiscium sp. SCG-C07WGA-EpuloA2	147	1	1712378
UniRef100_A0A3D1HXU1	Cluster: Stage V sporulation protein AC	A0A3D1HXU1	Oscillospiraceae bacterium	147	1	2485925
UniRef100_A0A7X8AWT6	Cluster: Stage V sporulation protein AC	A0A7X8AWT6	Tissierellia bacterium	147	1	2049431
UniRef100_A0A7X5D6Q7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7X5D6Q7	Clostridiaceae bacterium	150	1	1898204
UniRef100_A0A7X8ML56	Cluster: Stage V sporulation protein AC	A0A7X8ML56	Syntrophomonadaceae bacterium	146	1	2093811
UniRef100_A0A7X8I2I6	Cluster: Stage V sporulation protein AC	A0A7X8I2I6	Clostridia bacterium	150	1	2044939
UniRef100_UPI000C7A53AC	Cluster: stage V sporulation protein AC	UPI000C7A53AC	Pygmaiobacter massiliensis	149	1	1917873
UniRef100_UPI001C0FA913	Cluster: stage V sporulation protein AC	UPI001C0FA913	Oscillibacter sp. MSJ-31	145	1	2841526
UniRef100_UPI0006B640D7	Cluster: stage V sporulation protein AC	UPI0006B640D7	Sulfobacillus thermosulfidooxidans	155	1	28034
UniRef100_R5QZV5	Cluster: Uncharacterized protein	R5QZV5	Firmicutes bacterium CAG:194	197	1	1263008
UniRef100_UPI00083767B8	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI00083767B8	Clostridium sp. AT4	151	1	1720194
UniRef100_A0A1C5TMT3	Cluster: Stage V sporulation protein AC	A0A1C5TMT3; A0A3R6ZE16; A0A373TM44; A0A3R6LDR0; A0A3R6P314; A0A3R6P9H0; A0A373ZK95; A0A416ZW25; A0A417REG0; A0A8I0AFC3; R5KHG9	uncultured Coprococcus sp.; Clostridium sp. OF10-22XD; Clostridium sp. AF23-6LB; Clostridium sp. AM54-37XD; Clostridium sp. AM54-14XD; Clostridium sp. AF17-2; Clostridium sp. AF15-31; Clostridium sp. AM46-21; Clostridium sp. OM05-9; Coprococcus sp. NSJ-10	152	11	458253; 2293039; 2293005; 2293038; 2293037; 2293000; 2292995; 2293033; 2293045; 2763039; 1262786
UniRef100_A0A7X6ZUC7	Cluster: Stage V sporulation protein AC	A0A7X6ZUC7	Clostridiaceae bacterium	150	1	1898204
UniRef100_UPI00195B74CD	Cluster: stage V sporulation protein AC	UPI00195B74CD	Pseudoflavonifractor phocaeensis	145	1	1870988
UniRef100_A0A6L6LRH1	Cluster: Stage V sporulation protein AC	A0A6L6LRH1; A0A6N3BFM2	Ruthenibacterium lactatiformans; uncultured Clostridium sp.	150	2	1550024; 59620
UniRef100_A0A7C6H8U3	Cluster: Stage V sporulation protein AC	A0A7C6H8U3	Clostridiales bacterium	163	1	1898207
UniRef100_A0A174D547	Cluster: Stage V sporulation protein AC	A0A174D547	Coprococcus comes	152	1	410072
UniRef100_UPI000F6447C1	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000F6447C1	Clostridium transplantifaecale	148	1	2479838
UniRef100_A0A7C6PGP9	Cluster: Stage V sporulation protein AC	A0A7C6PGP9	Tepidimicrobium sp.	149	1	2184419
UniRef100_A0A1T4N1N4	Cluster: Stage V sporulation protein AC	A0A1T4N1N4	Eubacterium coprostanoligenes	147	1	290054
UniRef100_UPI00096BB59F	Cluster: stage V sporulation protein AC	UPI00096BB59F	Sulfobacillus thermosulfidooxidans	155	1	28034
UniRef100_A0A1Y4BEI1	Cluster: Stage V sporulation protein AC	A0A1Y4BEI1	Flavonifractor sp. An306	145	1	1965629
UniRef100_A0A5S4VP44	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A5S4VP44	[Eubacterium] rectale	153	1	39491
UniRef100_UPI001C10A5F9	Cluster: stage V sporulation protein AC	UPI001C10A5F9	Anaerotignum sp. MSJ-24	143	1	2841521
UniRef100_A0A1M6PCQ5	Cluster: Stage V sporulation protein AC	A0A1M6PCQ5	Desulfotomaculum aeronauticum DSM 10349	156	1	1121421
UniRef100_A0A3D4VX70	Cluster: Stage V sporulation protein AC	A0A3D4VX70	Lachnospiraceae bacterium	151	1	1898203
UniRef100_A0A3D1YGD4	Cluster: SpoVA protein	A0A3D1YGD4	Lachnospiraceae bacterium	182	1	1898203
UniRef100_UPI0005CCEA86	Cluster: stage V sporulation protein AC	UPI0005CCEA86	Bacillus alveayuensis	147	1	279215
UniRef100_UPI00058C9E22	Cluster: stage V sporulation protein AC	UPI00058C9E22	Candidatus Soleaferrea massiliensis	147	1	1470354
UniRef100_A0A356GCG9	Cluster: Stage V sporulation protein AC	A0A356GCG9	Clostridiales bacterium	147	1	1898207
UniRef100_A0A349ARD7	Cluster: Stage V sporulation protein AC	A0A349ARD7	Eubacterium sp.	163	1	142586
UniRef100_A0A6L9HAW1	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A6L9HAW1	Clostridiaceae bacterium	150	1	1898204
UniRef100_A0A1Y4NEP7	Cluster: Stage V sporulation protein AC	A0A1Y4NEP7	Anaeromassilibacillus sp. An172	157	1	1965570
UniRef100_R5XBE3	Cluster: Stage V sporulation protein AC	R5XBE3	Anaerotruncus sp. CAG:528	147	1	1262700
UniRef100_UPI0018AA39FD	Cluster: stage V sporulation protein AC	UPI0018AA39FD	Intestinimonas butyriciproducens	147	1	1297617
UniRef100_UPI000A26CAB8	Cluster: stage V sporulation protein AC	UPI000A26CAB8	Clostridium merdae	137	1	1958780
UniRef100_UPI000EFCB0DB	Cluster: stage V sporulation protein AC	UPI000EFCB0DB	Christensenella sp. Marseille-P3954	160	1	2086585
UniRef100_A0A3C0X234	Cluster: Stage V sporulation protein AC	A0A3C0X234	Oscillospiraceae bacterium	147	1	2485925
UniRef100_A0A7C6DDB6	Cluster: Stage V sporulation protein AC	A0A7C6DDB6	Clostridiaceae bacterium	143	1	1898204
UniRef100_A0A358WZQ0	Cluster: Stage V sporulation protein AC	A0A358WZQ0	Oscillospiraceae bacterium	149	1	2485925
UniRef100_UPI0004E1FBE5	Cluster: stage V sporulation protein AC	UPI0004E1FBE5	Agathobaculum desmolans	150	1	39484
UniRef100_A0A1C0A9Q5	Cluster: Stage V sporulation protein AC	A0A1C0A9Q5	Orenia metallireducens	147	1	1413210
UniRef100_UPI001A8D0ACE	Cluster: stage V sporulation protein AC	UPI001A8D0ACE	Paradesulfitobacterium ferrireducens	157	1	2816476
UniRef100_A0A1M6NH19	Cluster: Stage V sporulation protein AC	A0A1M6NH19	Hespellia stercorisuis DSM 15480	153	1	1121950
UniRef100_A0A4R8H729	Cluster: Stage V sporulation protein AC	A0A4R8H729	Orenia marismortui	148	1	46469
UniRef100_UPI00040DF805	Cluster: stage V sporulation protein AC	UPI00040DF805	Carboxydothermus ferrireducens	147	1	54265
UniRef100_A6NY03	Cluster: Stage V sporulation protein AC	A6NY03; A0A1C6EX82	Pseudoflavonifractor capillosus ATCC 29799; uncultured Flavonifractor sp.	147	2	411467; 1193534
UniRef100_C4ZH67	Cluster: Stage V sporulation AC, SpoVAC	C4ZH67	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	153	1	515619
UniRef100_K8EBE3	Cluster: Stage V sporulation protein AC	K8EBE3	Desulfotomaculum hydrothermale Lam5 = DSM 18033	152	1	1121428
UniRef100_UPI0019568B6F	Cluster: stage V sporulation protein AC	UPI0019568B6F	Oscillibacter valericigenes	145	1	351091
UniRef100_A0A2U2EEG8	Cluster: SpoVA protein	A0A2U2EEG8	[Eubacterium] rectale	153	1	39491
UniRef100_A0A7X8YRQ6	Cluster: Stage V sporulation protein AC	A0A7X8YRQ6	Syntrophomonadaceae bacterium	154	1	2093811
UniRef100_R5QJF6	Cluster: Stage V sporulation protein AC	R5QJF6	Ruminococcus sp. CAG:724	147	1	1262966
UniRef100_UPI001AE7BC90	Cluster: stage V sporulation protein AC	UPI001AE7BC90	Symbiobacterium terraclitae	157	1	557451
UniRef100_Q3AAQ8	Cluster: Stage V sporulation protein AC	Q3AAQ8	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	147	1	246194
UniRef100_UPI000BE355DC	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000BE355DC	Lacrimispora amygdalina	150	1	253257
UniRef100_R5KW61	Cluster: Stage V sporulation protein AC	R5KW61	Clostridium sp. CAG:921	152	1	1262847
UniRef100_UPI00051C3E91	Cluster: stage V sporulation protein AC	UPI00051C3E91	Oscillibacter sp. ER4	147	1	1519439
UniRef100_A0A810QIB5	Cluster: Stage V sporulation protein AC	A0A810QIB5	Pusillimonas faecalis	145	1	2714358
UniRef100_UPI0004229C1D	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0004229C1D	Lachnospiraceae	150	1	186803
UniRef100_UPI0012E10094	Cluster: stage V sporulation protein AC	UPI0012E10094; UPI001C2593C9	Alkalihalobacillus wakoensis; Desertibacillus haloalkaliphilus	140	2	127891; 1328930
UniRef100_UPI001C63CF20	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001C63CF20	Caproiciproducens sp. AGMB10547	147	1	2820301
UniRef100_A0A412HYC4	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A412HYC4	Eubacterium sp. AF22-9	163	1	2292233
UniRef100_A0A3C1QNN1	Cluster: Stage V sporulation protein AC	A0A3C1QNN1	Firmicutes bacterium	157	1	1879010
UniRef100_A0A1Y3TY90	Cluster: Stage V sporulation protein AC	A0A1Y3TY90	Anaerotignum lactatifermentans	149	1	160404
UniRef100_A0A3N1XKR8	Cluster: Stage V sporulation protein AC	A0A3N1XKR8	Mobilisporobacter senegalensis	174	1	1329262
UniRef100_A0A417EQQ2	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A417EQQ2	Clostridium sp. AM33-3	151	1	2292304
UniRef100_A0A7X7RR02	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7X7RR02	Clostridia bacterium	153	1	2044939
UniRef100_A0A7C4B2K5	Cluster: Stage V sporulation protein AC	A0A7C4B2K5	Clostridia bacterium	149	1	2044939
UniRef100_A0A1C5RIF8	Cluster: Stage V sporulation protein AC	A0A1C5RIF8	uncultured Clostridium sp.	302	1	59620
UniRef100_UPI000E5CFE8A	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000E5CFE8A	Lachnospira eligens	163	1	39485
UniRef100_A0A2V1JQ43	Cluster: Uncharacterized protein	A0A2V1JQ43; UPI000D646E95	Eubacterium ramulus	160	2	39490
UniRef100_UPI000D0E793D	Cluster: stage V sporulation protein AC	UPI000D0E793D	Pseudoruminococcus massiliensis	148	1	2086583
UniRef100_UPI000B397D7D	Cluster: stage V sporulation protein AC	UPI000B397D7D	Anaerotruncus colihominis	147	1	169435
UniRef100_A0A174K7T4	Cluster: Stage V sporulation protein AC	A0A174K7T4; A0A355TMK5	[Eubacterium] rectale; Eubacterium sp.	153	2	39491; 142586
UniRef100_A0A7V6JHB3	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7V6JHB3	Clostridiaceae bacterium	150	1	1898204
UniRef100_UPI0013DD9AA0	Cluster: stage V sporulation protein AC	UPI0013DD9AA0	Ruminococcus sp. Marseille-P6503	148	1	2364796
UniRef100_A0A395YGA7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A395YGA7	Clostridium sp. AM58-1XD	150	1	2292307
UniRef100_UPI000B7CA6B8	Cluster: stage V sporulation protein AC	UPI000B7CA6B8	Dehalobacterium formicoaceticum	153	1	51515
UniRef100_A0A1Q9JVJ8	Cluster: SpoVA protein	A0A1Q9JVJ8	Anaerostipes sp. 494a	153	1	1261636
UniRef100_B1C7V8	Cluster: Stage V sporulation protein AC	B1C7V8; A0A3E3DZ49	Anaerofustis stercorihominis DSM 17244; Anaerofustis stercorihominis	148	2	445971; 214853
UniRef100_A0A2V2CBF8	Cluster: Stage V sporulation protein AC	A0A2V2CBF8	Clostridia bacterium	147	1	2044939
UniRef100_A0A3D1NVD5	Cluster: SpoVA protein	A0A3D1NVD5	Eubacterium sp.	153	1	142586
UniRef100_A0A354YVJ3	Cluster: Stage V sporulation protein AC	A0A354YVJ3	Syntrophomonas wolfei	155	1	863
UniRef100_A0A395UXL6	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A395UXL6	[Eubacterium] rectale	153	1	39491
UniRef100_A0A644ZLV4	Cluster: Uncharacterized protein	A0A644ZLV4	bioreactor metagenome	145	1	1076179
UniRef100_R7A3R3	Cluster: Stage V sporulation protein AC	R7A3R3	Ruminococcus sp. CAG:379	145	1	1262956
UniRef100_A0A396MBR2	Cluster: Stage V sporulation protein AC	A0A396MBR2	Butyricicoccus sp. AF15-40	149	1	2292197
UniRef100_A0A8E5Y2Q9	Cluster: Stage V sporulation protein AC	A0A8E5Y2Q9	Tenericutes bacterium	150	1	2231116
UniRef100_A0A3A9EMW0	Cluster: Stage V sporulation protein AC	A0A3A9EMW0	Acutalibacter sp. 1XD8-33	147	1	2320081
UniRef100_A0A3D1FPU5	Cluster: SpoVA protein	A0A3D1FPU5	Lachnoclostridium sp.	150	1	2028282
UniRef100_A0A844KNL6	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A844KNL6; A0A351R5X2	Roseburia faecis; Roseburia sp.	150	2	301302; 2049040
UniRef100_A0A3D8P5I4	Cluster: Stage V sporulation protein AC	A0A3D8P5I4	Ammonifex thiophilus	161	1	444093
UniRef100_G4KQF9	Cluster: Stage V sporulation protein AC	G4KQF9	Oscillibacter valericigenes (strain DSM 18026 / NBRC 101213 / Sjm18-20)	145	1	693746
UniRef100_R5W517	Cluster: Stage V sporulation protein AC	R5W517	Corallococcus sp. CAG:1435	157	1	1262867
UniRef100_R5B7J2	Cluster: Stage V sporulation protein AC	R5B7J2; A0A3D1VA94	Firmicutes bacterium CAG:103; Clostridiales bacterium	147	2	1262999; 1898207
UniRef100_A0A084JKI4	Cluster: SpoVA protein	A0A084JKI4; A0A7X2T8P2	Lacrimispora celerecrescens; Clostridium sp. WB02_MRS01	150	2	29354; 2605777
UniRef100_UPI0009EE9382	Cluster: stage V sporulation protein AC	UPI0009EE9382	Neglectibacter timonensis	137	1	1776382
UniRef100_A0A7C6ZNS7	Cluster: Stage V sporulation protein AC	A0A7C6ZNS7	Firmicutes bacterium	152	1	1879010
UniRef100_A0A6L5TAF7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A6L5TAF7	[Eubacterium] rectale	153	1	39491
UniRef100_A0A1M6X7P7	Cluster: Stage V sporulation protein AC	A0A1M6X7P7	Anaerotignum lactatifermentans DSM 14214	149	1	1121323
UniRef100_A0A7V7C6K1	Cluster: Stage V sporulation protein AC	A0A7V7C6K1	Clostridia bacterium	196	1	2044939
UniRef100_C9R7T0	Cluster: Stage V sporulation protein AC	C9R7T0; UPI000674892A	Ammonifex degensii (strain DSM 10501 / KC4); Ammonifex degensii	161	2	429009; 42838
UniRef100_R9M960	Cluster: Stage V sporulation protein AC	R9M960	Oscillibacter sp. 1-3	146	1	1235797
UniRef100_A0A1G9UJZ8	Cluster: Stage V sporulation protein AC	A0A1G9UJZ8	Acetanaerobacterium elongatum	149	1	258515
UniRef100_UPI00067EA1FE	Cluster: stage V sporulation protein AC	UPI00067EA1FE	Clostridium phoceensis	146	1	1650661
UniRef100_UPI0009E215FB	Cluster: stage V sporulation protein AC	UPI0009E215FB	Anaeromassilibacillus senegalensis	137	1	1673717
UniRef100_UPI00147980EB	Cluster: stage V sporulation protein AC	UPI00147980EB	Moorella thermoacetica (Clostridium thermoaceticum)	149	1	1525
UniRef100_R7GW03	Cluster: Stage V sporulation protein AC	R7GW03	Ruminococcus sp. CAG:403	145	1	1262958
UniRef100_A0A7U9JUY5	Cluster: SpoVA protein	A0A7U9JUY5; A0A2M8Z5E7	Clostridium sp. ASBs410; [Clostridium] celerecrescens 18A	150	2	1304866; 1286362
UniRef100_A0A853W3G0	Cluster: SpoVA protein	A0A853W3G0; UPI0008FAC830	Moorella thermoacetica (Clostridium thermoaceticum)	170	2	1525
UniRef100_UPI0008AA5FA1	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0008AA5FA1	Lacrimispora sphenoides	150	1	29370
UniRef100_A0A7X8K178	Cluster: Stage V sporulation protein AC	A0A7X8K178	Clostridia bacterium	148	1	2044939
UniRef100_UPI00189F44E6	Cluster: stage V sporulation protein AC	UPI00189F44E6	Ruminococcus bicirculans	148	1	1160721
UniRef100_A0A1Y4BD44	Cluster: SpoVA protein	A0A1Y4BD44; A0A143XL86	Eubacterium sp. An3; Eubacteriaceae bacterium CHKCI004	153	2	1965628; 1780380
UniRef100_A0A0W7TTC9	Cluster: Stage V sporulation protein AD	A0A0W7TTC9; A0A6I2U7T0	Ruthenibacterium lactatiformans	159	2	1550024
UniRef100_A0A7X8QZ88	Cluster: Stage V sporulation protein AC	A0A7X8QZ88	Clostridiaceae bacterium	150	1	1898204
UniRef100_A0A7C7ARP7	Cluster: Stage V sporulation protein AC	A0A7C7ARP7	Acholeplasmataceae bacterium	148	1	1898209
UniRef100_A0A4Q7PNV5	Cluster: Stage V sporulation protein AC	A0A4Q7PNV5	Cuneatibacter caecimuris	154	1	1796618
UniRef100_R6QQW1	Cluster: Stage V sporulation protein AC	R6QQW1	Clostridium sp. CAG:352	148	1	1262798
UniRef100_A0A0S6UDX8	Cluster: ATP-dependent Lon protease, bacterial type	A0A0S6UDX8; Q2RIQ0; A0A1D7XB01; UPI000563AFC2	Moorella thermoacetica Y72; Moorella thermoacetica (strain ATCC 39073 / JCM 9320); Moorella thermoacetica (Clostridium thermoaceticum)	173	4	1325331; 264732; 1525
UniRef100_UPI000B8A1531	Cluster: stage V sporulation protein AC	UPI000B8A1531	Acetanaerobacterium elongatum	160	1	258515
UniRef100_A0A7X6Y6H5	Cluster: Stage V sporulation protein AC	A0A7X6Y6H5	Clostridia bacterium	150	1	2044939
UniRef100_A0A3C0WAV1	Cluster: Stage V sporulation protein AC	A0A3C0WAV1	Oscillospiraceae bacterium	147	1	2485925
UniRef100_A0A1C6HZJ4	Cluster: Stage V sporulation protein AC	A0A1C6HZJ4; A0A416N0J2; A0A396N494; A0A845N2G1	uncultured Butyricicoccus sp.; Butyricicoccus sp. AF24-19AC; Butyricicoccus sp. AF10-3; Butyricicoccus sp. BIOML-A1	149	4	1193532; 2292199; 2292196; 2584625
UniRef100_A0A0M6WY04	Cluster: Stage V sporulation AC, SpoVAC	A0A0M6WY04; R5UIA2; A0A374HU27	Roseburia faecis; Roseburia sp. CAG:18; Roseburia sp. TF10-5	153	3	301302; 1262941; 2293144
UniRef100_A0A3R6GHK1	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3R6GHK1	Coprococcus comes	152	1	410072
UniRef100_R5IJL6	Cluster: Uncharacterized protein	R5IJL6; A0A3R6UBM1; A0A396KDW5; A0A3R6LBQ0	Clostridium sp. CAG:7; Clostridium sp. OM04-12AA; Clostridium sp. AM22-11AC; Clostridium sp. AM51-4	148	4	1262832; 2293041; 2293024; 2293036
UniRef100_A0A6I0EQQ5	Cluster: Stage V sporulation protein AC	A0A6I0EQQ5	Heliorestis acidaminivorans	150	1	553427
UniRef100_UPI001C106D94	Cluster: stage V sporulation protein AC	UPI001C106D94	Oscillibacter sp. MSJ-2	144	1	2841504
UniRef100_A0A352P0Y4	Cluster: SpoVA protein	A0A352P0Y4	Lachnoclostridium sp.	150	1	2028282
UniRef100_A0A3D0NY88	Cluster: Stage V sporulation protein AC	A0A3D0NY88	Oscillospiraceae bacterium	147	1	2485925
UniRef100_Q67T06	Cluster: Stage V sporulation protein AC	Q67T06	Symbiobacterium thermophilum (strain T / IAM 14863)	157	1	292459
UniRef100_A0A7C6LBK3	Cluster: Stage V sporulation protein AC	A0A7C6LBK3	Clostridia bacterium	148	1	2044939
UniRef100_A0A1I3JSD3	Cluster: Stage V sporulation protein AC	A0A1I3JSD3	Paenibacillus sp. UNC496MF	130	1	1502753
UniRef100_A0A658JRQ8	Cluster: Stage V sporulation protein AC	A0A658JRQ8	Butyricicoccus sp. 1XD8-22	146	1	2320083
UniRef100_UPI00058DB8E0	Cluster: stage V sporulation protein AC	UPI00058DB8E0	Oscillibacter ruminantium	145	1	1263547
UniRef100_UPI00059AA529	Cluster: stage V sporulation protein AC	UPI00059AA529	Beduini massiliensis	145	1	1585974
UniRef100_A0A7X6ZER4	Cluster: Stage V sporulation protein AC	A0A7X6ZER4	Syntrophomonadaceae bacterium	151	1	2093811
UniRef100_A0A7C6CHC5	Cluster: Stage V sporulation protein AC	A0A7C6CHC5	Firmicutes bacterium	160	1	1879010
UniRef100_A0A0B0I0P1	Cluster: SpoVA protein	A0A0B0I0P1	Paenibacillus sp. P1XP2	157	1	1472719
UniRef100_UPI000F63CAF0	Cluster: stage V sporulation protein AC	UPI000F63CAF0	Agathobaculum sp. Marseille-P7918	150	1	2479843
UniRef100_UPI0011061679	Cluster: stage V sporulation protein AC	UPI0011061679	Anaerofustis stercorihominis	148	1	214853
UniRef100_A0A355PTL2	Cluster: SpoVA protein	A0A355PTL2	Lachnoclostridium sp.	151	1	2028282
UniRef100_A0A2V2EER8	Cluster: Stage V sporulation protein AC	A0A2V2EER8	Firmicutes bacterium	174	1	1879010
UniRef100_UPI000C78A7A7	Cluster: stage V sporulation protein AC	UPI000C78A7A7	Pseudoflavonifractor	147	1	1017280
UniRef100_A0A417VS08	Cluster: Stage V sporulation protein AC	A0A417VS08; A0A415WEK3	Butyricicoccus sp. OF13-6; Butyricicoccus sp. AM18-35	149	2	2292299; 2292005
UniRef100_UPI00155A23F8	Cluster: stage V sporulation protein AC	UPI00155A23F8	unclassified Moorella (in: Bacteria)	154	1	2676739
UniRef100_A0A3D0KP63	Cluster: Stage V sporulation protein AC	A0A3D0KP63	Oscillospiraceae bacterium	151	1	2485925
